Index,event_id,source_type,direction,event_time,match_group,positive_move_id,match_quality,available_history_flag,censored_flag,event_idx,pre_net_return_atr,signed_close_return_atr,MFE_atr,signed_efficiency,target_major,severity_score,price_minus_ema27_atr,ema27_slope_5,ema27_slope_10,ema27_slope_change,fraction_last10_above_ema27,number_of_ema27_crosses_last20,distance_change_to_ema27_last10,price_minus_ema200_atr,ema200_slope_10,ema200_slope_30,fraction_last30_above_ema200,number_of_ema200_crosses_last50,distance_change_to_ema200_last20,ema27_minus_ema200_atr,ema27_above_ema200,ema27_ema200_distance_change_last20,price_between_ema27_ema200,ema27_turning_against_previous_state
10,M03,MAJOR,LONG,2024-01-23 08:00:00,M03,M03,,OK,False,1238,-3.873119686069324,3.076380728554643,3.462984723854289,0.2551159618008186,1,0.3769735602988603,-2.4690269241377547,-0.811892354065498,-1.259605653535246,-0.3641790545957499,0.0,2.0,-2.3113557591527853,-5.539313851663402,-0.4250713046055844,-1.0679681847343698,0.0,0.0,-1.9877794074386772,-3.0702869275256472,0.0,-0.719642653973123,0.0,0.0
11,M04,MAJOR,SHORT,2024-03-14 08:00:00,M04,M04,,OK,False,1544,2.266217870257035,7.300262620367669,8.35833090166326,0.3845491715085002,1,1.5517816694358255,1.4183458699470946,0.2288541042712798,0.4124298520454443,0.0452783564971152,1.0,1.0,1.1426497073180804,5.068098149592972,0.41709110693919,1.2225624603326135,1.0,0.0,2.0226380757933664,3.649752279645878,1.0,0.0655763704671925,0.0,0.0
12,M05,MAJOR,LONG,2024-07-05 00:00:00,M05,M05,,OK,False,2220,-1.6581196581196604,3.782456140350877,4.007017543859648,0.3316923076923076,1,0.6023285134658751,-2.9006500684935,-0.5895144831729436,-0.5493262432259356,-0.6297027231199517,0.4,1.0,-3.9720412781415857,-4.200226504541719,-0.1670284740862946,-0.3704002965220572,0.2,2.0,-3.324885665547468,-1.2995764360482196,0.0,0.5842527263939362,0.0,1.0
13,M06,MAJOR,SHORT,2024-07-16 00:00:00,M06,M06,,OK,False,2286,6.069177555726367,1.6355140186915909,4.110591900311529,0.1053370786516851,1,0.1422904854790151,2.413454089736081,0.717187968228959,1.5074029942769314,-0.0730270578190133,1.0,0.0,0.0098913946546604,4.455581804366651,0.3523869191645432,0.6497738513331681,0.8,1.0,3.217192255374268,2.04212771463057,1.0,3.2152034629252104,0.0,0.0
14,M07,MAJOR,LONG,2024-08-05 08:00:00,M07,M07,,OK,False,2408,-6.238206445586178,3.2173913043478297,3.639751552795037,0.3337628865979381,1,0.5030081177461941,-3.524650301997006,-0.935231440964684,-1.4351116309839544,-0.4353512509454136,0.0,0.0,-1.952090610959066,-6.087801093003009,-0.3857493790921565,-0.769223165789538,0.0,3.0,-4.916929926511118,-2.563150791006003,0.0,-1.7666099985220944,0.0,0.0
15,F011,MATCHED_NON_MAJOR,SHORT,2024-08-26 04:00:00,M04,M04,0.828816,OK,False,2533,3.099909990999101,3.604203152364277,4.952714535901924,0.2534482758620697,0,0.6121038128128903,0.5510441256093149,0.3217451168211824,1.0753582978252598,-0.4318680641828951,1.0,0.0,-2.247275489544436,2.167820540336649,0.2820189599294747,0.6209043002869445,0.9,1.0,1.090089436749616,1.6167764147273342,1.0,2.66249047323981,0.0,0.0
16,F026,MATCHED_NON_MAJOR,LONG,2024-08-28 00:00:00,M09,M09,0.631634,OK,False,2544,-2.8900169204737742,-2.449704142011844,1.8106508875739649,-0.2067932067932076,0,-0.9065389704124652,-2.5070170809257286,-0.5415711743510501,-0.8792090306179496,-0.2039333180841505,0.0,1.0,-2.295071849246689,-1.889349389541101,-0.0063696655956964,0.5164444218287025,0.8333333333333334,4.0,-5.494212406412497,0.6176676913846276,1.0,-0.3248717696694078,0.0,0.0
17,F008,MATCHED_NON_MAJOR,LONG,2024-08-28 08:00:00,M03,M03,0.770981,OK,False,2546,-3.810788381742744,-2.6498422712933745,1.0820189274447995,-0.246406570841889,0,-1.0620950196651593,-2.5026196885915977,-0.7191683235075693,-1.1373403232203405,-0.3009963237947983,0.0,1.0,-1.871788307485056,-2.209968549874791,-0.0626193312542906,0.4299940354939087,0.7666666666666667,4.0,-5.533739225026277,0.2926511387168067,1.0,-0.9373333188761968,0.0,0.0
18,F025,MATCHED_NON_MAJOR,LONG,2024-08-28 16:00:00,M09,M09,0.549066,OK,False,2548,-4.136117556071158,-2.12775330396476,1.6343612334801805,-0.22234156820623,0,-0.9141751734956584,-1.6569597143300543,-0.713682123682856,-1.1002559706196844,-0.3271082767460276,0.0,1.0,-0.5130464269054552,-1.5694536263714294,-0.083814529356458,0.3356052696334811,0.7,4.0,-3.047732531173331,0.0875060879586249,1.0,-1.1280745582661056,0.0,0.0
19,F027,MATCHED_NON_MAJOR,LONG,2024-08-29 00:00:00,M09,M09,0.665917,OK,False,2550,-4.064516129032259,-2.0173787110789254,1.267197682838524,-0.2151351351351349,0,-0.9404259711151636,-1.4393967738141331,-0.5775425229347049,-1.117623560573122,-0.0374614852962879,0.0,1.0,-0.7088997369179183,-1.5456188173047272,-0.1103384263780569,0.2264925561674872,0.6333333333333333,4.0,-3.740304166950773,-0.1062220434905938,0.0,-1.308829142205811,0.0,0.0
20,M08,MAJOR,LONG,2024-09-06 16:00:00,M08,M08,,OK,False,2602,-2.6987951807228976,4.228270412642669,4.400351185250221,0.3856502242152462,1,0.7572157704783701,-1.1394843958579983,-0.2605816716862851,-0.5387437464086049,0.0175804030360345,0.0,0.0,-0.1720996270853735,-4.267699126373886,-0.377311021698496,-1.142980380179202,0.0,0.0,-1.1086589981955512,-3.128214730515887,0.0,-0.968791241440019,0.0,0.0
21,F018,MATCHED_NON_MAJOR,SHORT,2024-09-27 04:00:00,M06,M06,0.882667,OK,False,2725,7.264516129032261,6.212341197822143,8.37205081669692,0.372429550647372,0,1.4314012201352966,3.656301812181165,1.182358451247876,1.986267623944726,0.3784492785510257,1.0,0.0,1.4847001179907626,7.012294752190158,0.5215821750151215,0.9366043724357296,0.9666666666666668,3.0,5.403460429123635,3.3559929400089934,1.0,2.8651063085035444,0.0,0.0
22,F016,MATCHED_NON_MAJOR,SHORT,2024-09-28 04:00:00,M06,M06,0.722961,OK,False,2731,6.428312159709622,6.775800711743773,7.635231316725974,0.3621837549933422,0,1.3844196198224556,1.8376112806875489,0.7592345230987649,1.9427428167759373,-0.4242737705784073,1.0,0.0,-1.0407464465400034,5.786206922768375,0.6007991433483876,1.2488130212863058,1.0,2.0,0.9225911539299316,3.9485956420808255,1.0,2.757728765722089,0.0,0.0
23,F017,MATCHED_NON_MAJOR,SHORT,2024-09-28 16:00:00,M06,M06,0.873352,OK,False,2734,5.359168241965978,7.899516908212551,9.400966183574877,0.383705650459921,0,1.7395735942927215,1.354441533204221,0.5661261099891759,1.611766444622734,-0.4795142246443822,1.0,0.0,-1.585301416267342,5.586029778226616,0.6056578709426303,1.4396118198676533,1.0,2.0,1.5760481609266792,4.231588245022396,1.0,2.4214488361528983,0.0,0.0
24,F035,MATCHED_NON_MAJOR,SHORT,2024-09-28 20:00:00,M12,M12,1.831732,OK,False,2735,5.058937198067629,7.794974874371857,9.694472361809044,0.3597402597402599,0,1.7380774043043754,1.2102821841056426,0.5315733966039423,1.4458409716591465,-0.3826941784512618,1.0,0.0,-2.62265256586205,5.572994359446181,0.6012469991299667,1.5106628777781417,1.0,2.0,1.3138093681247114,4.362712175340539,1.0,2.3800371726148035,0.0,0.0
25,F036,MATCHED_NON_MAJOR,SHORT,2024-09-29 00:00:00,M12,M12,1.859948,OK,False,2736,5.374874371859296,7.828571428571424,9.814285714285711,0.3553826199740599,0,1.7512682252040053,1.0906207313095049,0.4802814107183093,1.32116225941664,-0.3605994379800211,1.0,0.0,-2.376438641326188,5.655770310474425,0.6086944082392293,1.60727858007238,1.0,2.0,1.199793727372211,4.56514957916492,1.0,2.373382751737913,0.0,0.0
26,F012,MATCHED_NON_MAJOR,SHORT,2024-09-29 04:00:00,M04,M04,0.970709,OK,False,2737,4.571428571428571,6.4548286604361325,9.115264797507788,0.290956749672346,0,1.454235751942556,1.0016894431113998,0.4864752221312912,1.2221015907838406,-0.2491511465212582,1.0,0.0,-1.5506730193552645,5.6569133938749525,0.6085924271672724,1.669657809154392,1.0,2.0,1.1918933749027023,4.655223950763553,1.0,2.311599936868475,0.0,0.0
27,F020,MATCHED_NON_MAJOR,LONG,2024-10-02 00:00:00,M07,M07,1.286326,OK,False,2754,-5.452830188679246,0.3414634146341486,0.6020539152759984,0.0385395537525357,0,-0.4975799123147326,-2.8831856918652927,-0.6757106545899254,-1.1092887729539005,-0.2421325362259501,0.0,1.0,-2.52278669874421,-1.1409232778236948,0.0939758955511707,0.8665334751424688,0.9333333333333332,1.0,-5.12341620596639,1.742262414041598,1.0,-1.2745976689999747,0.0,0.0
28,F039,MATCHED_NON_MAJOR,LONG,2024-10-02 12:00:00,M13,M13,1.746221,OK,False,2757,-4.856957928802593,0.5561160151324063,1.447667087011352,0.0665258711721221,0,-0.3394108288942628,-2.423489367587918,-0.8977374303619782,-1.2859104022952694,-0.5095644584286869,0.0,1.0,-1.3056753582225318,-1.19502668961588,0.0237249429674452,0.674765009759169,0.8333333333333334,1.0,-4.78323065466278,1.2284626779720378,1.0,-1.7243654590818691,0.0,0.0
29,F038,MATCHED_NON_MAJOR,LONG,2024-10-02 20:00:00,M13,M13,1.740907,OK,False,2759,-5.183649289099526,0.6556016597510345,2.0912863070539425,0.0928319623971793,0,-0.2196434798764711,-2.805430866512848,-0.7909243270464481,-1.3849732674560744,-0.1968753866368218,0.0,1.0,-2.156495926856718,-2.01749374898623,-0.0313565024305642,0.5117225193475893,0.7666666666666667,1.0,-4.995251015045427,0.7879371175266179,1.0,-1.8864185696561493,0.0,0.0
30,F019,MATCHED_NON_MAJOR,LONG,2024-10-03 16:00:00,M07,M07,1.174277,OK,False,2764,-4.979381443298967,0.1166018878400845,1.997779011660188,0.0184501845018443,0,-0.3700567167160482,-1.9669954567929229,-0.7612790579113679,-1.525929839156731,0.0033717233339954,0.0,0.0,0.483547250382389,-1.8846934045765948,-0.1274086253720674,0.2420928921847027,0.6,1.0,-4.081904220560312,0.0823020522163279,1.0,-2.421227266511769,0.0,0.0
31,F044,MATCHED_NON_MAJOR,LONG,2024-10-03 20:00:00,M15,M15,1.691949,OK,False,2765,-4.493059411438085,-0.0266159695817461,2.067173637515845,-0.0037735849056599,0,-0.4011668416555976,-1.503643328241678,-0.6880904281935536,-1.4791606047901764,0.102979748403069,0.0,0.0,0.0022033588157214,-1.5242009336818256,-0.136984805345918,0.1871932501875485,0.5666666666666667,1.0,-3.2329191053355157,-0.0205576054401474,0.0,-2.380375062224793,0.0,0.0
32,F043,MATCHED_NON_MAJOR,LONG,2024-10-04 00:00:00,M15,M15,1.654361,OK,False,2766,-4.897338403041823,-0.0405797101449286,2.3231884057971035,-0.005037783375315,0,-0.3722886678755128,-1.3958356529115727,-0.7552173273264379,-1.6563275049770214,0.1458928503241457,0.0,0.0,0.4142489244953989,-1.5114796437036402,-0.1671465777928222,0.1626149155173637,0.5333333333333333,1.0,-2.836189692958348,-0.1156439907920675,0.0,-2.6988271326943907,0.0,0.0
33,F031,MATCHED_NON_MAJOR,LONG,2024-10-04 16:00:00,M11,M11,1.006904,OK,False,2770,-5.54758190327613,-1.5479115479115424,1.7428337428337477,-0.1741935483870962,0,-0.7879047407201405,-0.5805876266184129,-0.4179003875495004,-1.3845547254407564,0.5487539503417557,0.0,0.0,2.4438370967356065,-0.9585508793385408,-0.1796829135125862,-0.0118219105479209,0.4,1.0,-3.1421749366886083,-0.3779632527201279,0.0,-3.1319142721726068,0.0,0.0
34,F007,MATCHED_NON_MAJOR,LONG,2024-10-06 04:00:00,M03,M03,0.572081,OK,False,2779,-6.434895833333339,-0.8543689320388386,3.747572815533992,-0.0619718309859156,0,-0.3420001875301057,-1.100952169470338,-0.3481647358709464,-0.6901522698873672,-0.0061772018545257,0.0,0.0,-0.1301602301126343,-2.1873417687773062,-0.1762163060349905,-0.5658603463158596,0.1,1.0,2.2469413670153497,-1.0863895993069683,0.0,-2.818209722204016,0.0,0.0
35,F010,MATCHED_NON_MAJOR,SHORT,2024-10-07 16:00:00,M04,M04,0.733867,OK,False,2788,3.1533018867924474,0.6803455723542126,3.885529157667389,0.0746268656716417,0,-0.0157693098536937,0.3864889886605749,0.3140002528564934,0.1081193453248074,0.5198811603881794,0.6,1.0,1.130088201844997,-0.3519833617862039,-0.0805186184132369,-0.5510306416391834,0.0666666666666666,3.0,1.6210405602569384,-0.7384723504467788,0.0,-0.2736083460355347,1.0,1.0
36,M09,MAJOR,LONG,2024-10-26 12:00:00,M09,M09,,OK,False,2901,-3.0875796178343866,2.135782747603833,4.293929712460059,0.2038420490928488,1,0.3276203924604222,-1.565218122828567,-0.6676818629804926,-1.0485800020773728,-0.2867837238836123,0.0,1.0,-0.9577894246742136,-2.602186747881081,-0.1975117734699588,-0.1904874597627128,0.3666666666666666,2.0,-3.3688338044287782,-1.036968625052514,0.0,-1.3815889058149138,0.0,0.0
37,M10,MAJOR,SHORT,2024-12-03 00:00:00,M10,M10,,OK,False,3126,3.393156080748402,1.342997228735879,2.729268812619912,0.1723477594791267,1,0.0188603515411312,1.8244716475757656,0.5852013683130348,0.9397902847830316,0.2306124518430379,1.0,0.0,1.593444574892006,7.329143178453789,0.654208225710053,1.8505606083305168,1.0,0.0,0.9343278486907288,5.504671530878023,1.0,0.3304770856956345,0.0,0.0
38,M11,MAJOR,LONG,2024-12-20 08:00:00,M11,M11,,OK,False,3230,-4.064308681672027,2.761476385765313,4.359835957137189,0.2218419877994346,1,0.4186341946618619,-2.330954384666994,-0.9607923567912268,-1.5206146349049312,-0.4009700786775227,0.0,2.0,-1.3518398131122171,-1.9088411708981463,-0.0842617129845504,0.3270437161572388,0.7333333333333333,3.0,-4.1385838061138704,0.4221132137688477,1.0,-1.9796067268848945,0.0,0.0
39,M12,MAJOR,SHORT,2025-01-17 16:00:00,M12,M12,,OK,False,3400,2.848850481004405,3.3580121703853965,4.41108857336038,0.2109409840939497,1,0.4718184743433766,1.3786660734111214,0.6355460937984339,1.2886262990930049,-0.017534111496137,1.0,0.0,-0.4942352995821576,2.9869612743103597,0.2835604878450551,0.3689088407093234,0.7333333333333333,3.0,3.1281437301407338,1.608295200899238,1.0,1.756815148456443,0.0,0.0
40,M13,MAJOR,LONG,2025-02-28 04:00:00,M13,M13,,OK,False,3649,-7.084061135371178,13.396017699115037,22.62610619469025,0.3074462413364137,1,3.837165779750632,-3.038033069369018,-0.6381177358663929,-1.326948108698683,0.0507126369658972,0.0,0.0,-1.6419383541834125,-7.2278159432401745,-0.5589971891933747,-1.364803446983304,0.0,0.0,-3.265355971802933,-4.189782873871157,0.0,-1.9569636837141555,0.0,0.0
41,M14,MAJOR,SHORT,2025-03-02 20:00:00,M14,M14,,OK,False,3665,6.4131467454101925,5.133225208526412,6.117701575532898,0.3394101876675603,1,1.0069789648835306,6.132617903430758,0.7731147058526028,0.6736295346169742,0.8725998770882313,0.6,1.0,6.426126531630297,4.758834029882581,-0.1150949744188926,-0.644297218001968,0.0666666666666666,1.0,6.952667484727892,-1.373783873548177,0.0,0.4376750315202229,0.0,1.0
42,M15,MAJOR,LONG,2025-04-07 04:00:00,M15,M15,,OK,False,3877,-6.603122432210353,5.534998241294403,6.199788955328876,0.2822702159718734,1,0.9916337296969008,-4.6025149008370985,-1.1122539231452908,-1.362168547867796,-0.8623392984227854,0.0,2.0,-4.631257910636726,-8.790878817446524,-0.5363879994416546,-1.3339398409753378,0.0,0.0,-3.7493635715741385,-4.188363916609425,0.0,-0.7298834619965906,0.0,0.0
43,F040,MATCHED_NON_MAJOR,SHORT,2025-05-11 00:00:00,M14,M14,1.939683,OK,False,4080,6.409380576089725,1.1713945172824796,2.406197854588797,0.1007751937984497,0,-0.1202351469468228,3.064269418841182,0.8868183765469659,1.7267408069778314,0.0468959461161006,1.0,1.0,-0.0565904118720431,5.2585606053227085,0.3859531677834325,0.5099663130697578,0.7,8.0,5.720523481450869,2.194291186481527,1.0,2.2282715789249896,0.0,0.0
44,F028,MATCHED_NON_MAJOR,SHORT,2025-05-11 04:00:00,M10,M10,0.972048,OK,False,4081,5.172824791418355,0.4458598726114635,1.558858221278604,0.0413223140495866,0,-0.3654793423848432,1.9047620652389137,0.8077447707392956,1.5528359341914282,0.0626536072871631,1.0,1.0,-0.805279319173547,4.0624687263106605,0.3647753617676405,0.5236925875845545,0.7333333333333333,8.0,4.691729801444059,2.157706661071747,1.0,2.2262887189152427,0.0,0.0
45,F006,MATCHED_NON_MAJOR,SHORT,2025-05-11 12:00:00,M02,M02,2.088921,OK,False,4083,5.0796755725190845,0.3928839889751939,1.599599097970433,0.0372093023255814,0,-0.3704134160725367,1.3141608286452438,0.7093938575170935,1.4159633506541724,0.0028243643800144,1.0,0.0,-0.6578526636312736,3.5830661396249126,0.3686086515140762,0.6084328611226258,0.8,8.0,2.762802593185133,2.268905310979669,1.0,2.289263608987567,0.0,0.0
46,F005,MATCHED_NON_MAJOR,SHORT,2025-05-11 20:00:00,M02,M02,1.510351,OK,False,4085,4.6846292019502185,1.7490676611614309,2.2786361214704347,0.1571189279731996,0,-0.0140299615026889,1.4192976946317493,0.5229986692671361,1.4157337196119528,-0.3697363810776804,1.0,0.0,-0.3990542225629405,3.9608087836721926,0.4032005683089145,0.7423094161176939,0.8666666666666667,8.0,2.5073065224835496,2.5415110890404438,1.0,2.4093062995533,0.0,0.0
47,F029,MATCHED_NON_MAJOR,SHORT,2025-05-12 16:00:00,M10,M10,0.99572,OK,False,4090,5.160560832202624,2.1563559322033905,2.405508474576274,0.2229377491567004,0,0.117606527442145,1.1681922691692108,0.4941784038248938,0.9550842867136388,0.0332725209361489,1.0,0.0,-1.5502900759492804,3.715789752148764,0.3541634940477533,0.8418130603680226,0.9333333333333332,8.0,0.1899128792642319,2.547597482979553,1.0,1.790407429608362,0.0,0.0
48,F004,MATCHED_NON_MAJOR,SHORT,2025-05-13 00:00:00,M02,M02,1.478255,OK,False,4092,3.4005091217649546,1.0604280318925734,1.4011749895090249,0.1263563178158909,0,-0.2264633516928853,0.8387013825632249,0.3981479574407232,0.8088863383259792,-0.0125904234445328,1.0,0.0,-0.0485978359925055,3.27682633103328,0.3305496075468046,0.8604462667048646,1.0,8.0,0.39944668181627,2.438124948470055,1.0,1.4581952492338568,0.0,0.0
49,F034,MATCHED_NON_MAJOR,SHORT,2025-05-14 00:00:00,M12,M12,0.923802,OK,False,4098,2.4135687732342035,2.9983193277310924,3.3848739495798346,0.251551043429216,0,0.3554492742484352,1.1072861097603066,0.2624247593023498,0.5481606715415033,-0.0233111529368036,0.9,2.0,-0.3952796306493086,3.8170744726053063,0.3355314934204312,1.033880096362965,1.0,5.0,0.2213550405645706,2.709788362845,1.0,0.997140781267213,0.0,0.0
50,F023,MATCHED_NON_MAJOR,LONG,2025-05-18 04:00:00,M08,M08,0.413098,OK,False,4123,-2.575426621160407,2.4180041870202373,4.044661549197488,0.1571927596062241,0,0.2713572565807393,-1.556861507560286,-0.5596078104351168,-0.8629834067203612,-0.2562322141498724,0.0,0.0,-1.0960609618803174,0.547290533263414,0.1503505991703097,0.9037119722528408,1.0,0.0,-3.451885585736995,2.1041520408237,1.0,-1.8996122806252589,1.0,0.0
51,F024,MATCHED_NON_MAJOR,LONG,2025-05-18 12:00:00,M08,M08,0.446358,OK,False,4125,-2.5710113179992717,0.1856245638520599,3.3265875785066337,0.0117356392835084,0,-0.2062717284891707,-0.6728753840941327,-0.500284998049999,-0.9256012798982952,-0.0749687162017031,0.0,0.0,0.0413369498508331,1.4537840619020024,0.1389824209071877,0.9092019047261451,1.0,0.0,-2.285471669393654,2.126659445996135,1.0,-2.034838016987777,1.0,0.0
52,F032,MATCHED_NON_MAJOR,LONG,2025-05-18 20:00:00,M11,M11,1.151802,OK,False,4127,-4.504190844616378,-0.5113402061855656,3.402061855670104,-0.0440653873489693,0,-0.3301712545859698,-1.627652928687746,-0.3035194920860179,-0.740138853888541,0.1330998697165051,0.1,2.0,-0.3971919004634903,0.1195788806376974,0.1157742883484194,0.7256180818483973,1.0,0.0,-2.2117933835533057,1.7472318093254435,1.0,-1.6901976026946597,1.0,0.0
53,F045,MATCHED_NON_MAJOR,LONG,2025-05-19 08:00:00,M15,M15,1.744144,OK,False,4130,-3.785357737104826,1.3339090385722512,4.594127806563037,0.1257121154576529,0,0.1955424282909261,-1.4269841109875092,-0.3264839081566482,-0.7064840772245758,0.0535162609112793,0.1,2.0,-0.3417688345890689,-0.1679615469179869,0.0677325957847072,0.5059622227016418,0.9666666666666668,1.0,-1.7485305869544248,1.2590225640695225,1.0,-1.4287717427141111,0.0,0.0
54,F014,MATCHED_NON_MAJOR,LONG,2025-05-27 04:00:00,M05,M05,1.092336,OK,False,4177,-2.5600366636113634,-5.804259175351153,0.6787494336203022,-0.3321234119782212,0,-1.5239721378383144,-0.4575142728554003,-0.0228879982992787,-0.107137425539554,0.0613614289409965,0.4,2.0,1.069557223889693,0.8464493534139901,0.123856805215511,0.6184835937531447,0.9666666666666668,4.0,-1.4681227097503755,1.3039636262693906,1.0,-1.241816807344656,1.0,0.0
55,F013,MATCHED_NON_MAJOR,LONG,2025-05-30 08:00:00,M05,M05,0.488656,OK,False,4196,-2.12137611132586,-0.8459214501510577,0.3330815709969772,-0.0709849157054128,0,-0.7744779010521402,-2.415652159496409,-0.6466306179604836,-0.8059819405206722,-0.487279295400295,0.2,6.0,-1.4452743408863602,-2.257867732819365,-0.0444116958707451,0.1432102079783966,0.7666666666666667,5.0,-3.319914437776337,0.1577844266770449,1.0,-0.9789001423692112,0.0,0.0
56,F022,MATCHED_NON_MAJOR,LONG,2025-05-30 16:00:00,M08,M08,0.265693,OK,False,4198,-2.4372894047173315,-1.832002776813604,0.058313085734119,-0.1654234313295305,0,-1.0147889657621934,-1.9568883684325045,-0.734569423024654,-0.9280589749720302,-0.5410798710772778,0.2,5.0,-1.4830230167913483,-2.049710382042748,-0.0784432577717057,0.1004421213018719,0.7,5.0,-3.2947609534848885,-0.092822013610243,0.0,-1.159283770371322,0.0,0.0
